Ticker,Volatility
ADANIENT,0.02018806797999307
ADANIPORTS,0.018386902588259462
BEL,0.01649279179449561
TRENT,0.01643552458220236
ONGC,0.015716072517162387
BPCL,0.015611766330233545
SHRIRAMFIN,0.01532929201987681
COALINDIA,0.015131239655323944
HINDALCO,0.013840276042270122
NTPC,0.013771713254792857
