,ADANIENT,ADANIPORTS,APOLLOHOSP,ASIANPAINT,AXISBANK,BAJAJAUTO,BAJAJFINSV,BAJFINANCE,BEL,BHARTIARTL,BPCL,BRITANNIA,CIPLA,COALINDIA,DRREDDY,EICHERMOT,GRASIM,HCLTECH,HDFCBANK,HDFCLIFE,HEROMOTOCO,HINDALCO,HINDUNILVR,ICICIBANK,INDUSINDBK,INFY,ITC,JSWSTEEL,KOTAKBANK,LT,M&M,MARUTI,NESTLEIND,NTPC,ONGC,POWERGRID,RELIANCE,SBILIFE,SBIN,SHRIRAMFIN,SUNPHARMA,TATACONSUM,TATAMOTORS,TATASTEEL,TCS,TECHM,TITAN,TRENT,ULTRACEMCO,WIPRO
ITC,0.24584145521358144,0.27430424659300456,0.1748973755227446,0.2743246320241883,0.2752999665408089,0.14168092624776943,0.30375160056500605,0.3038232820397459,0.2310330015721371,0.26116948904685366,0.18247511357898602,0.3766414314551153,0.1284368319468021,0.24483358954177295,0.18643182861531388,0.26349269481216486,0.27932107774225934,0.17886359371601496,0.16759232662695836,0.1977027648149876,0.10987306489961585,0.1462545112062982,0.3250284344198306,0.3154777278692097,0.17431280689065268,0.2082580580927381,1.0,0.3105229242133979,0.2407293308492853,0.24990326468105004,0.197238012144751,0.25084688723326504,0.331525821691911,0.23645111185744813,0.19667325432272784,0.1364584921301213,0.2958658768343802,0.20795896479886172,0.2636508258955668,0.23649844512471155,0.18804227432209103,0.30295033346450934,0.18918774403511815,0.25759107972281675,0.15293765802223752,0.21860734946719965,0.31840144313391955,0.1528040674941796,0.26083593724889154,0.23385390586827728
JSWSTEEL,0.40548948229268716,0.4355485503938797,0.2778153939060918,0.33106777057477366,0.3664256149992704,0.22629087976959109,0.44750663326282025,0.389564637323549,0.4602978846568793,0.3669042121051965,0.3680896251275584,0.19602100454916746,0.1630411689645372,0.4411757734285064,0.2450628894755777,0.33097105643370534,0.5090166629088989,0.25752975019385876,0.37009791875759646,0.25855896772182985,0.21495095049394014,0.6101124676907443,0.14142697581736946,0.3819612509099977,0.40034244635718486,0.21918114556751317,0.3105229242133979,1.0,0.3054471047947691,0.49307555611324216,0.41987016918518355,0.3706812553483009,0.1579436038590805,0.5115230088073132,0.4421374483605638,0.45754030770355075,0.4227882201480572,0.2317888989667689,0.45199748950215785,0.4172492018971576,0.2549594170679201,0.23615612540000283,0.40971857049630456,0.7942050543348866,0.21064384391264987,0.27085378402281796,0.32229034925758493,0.2600866699035917,0.5477037753235912,0.361836451603532
KOTAKBANK,0.24377937108456235,0.3059268300879872,0.14005236351797784,0.18063614196319597,0.29214264209657237,0.0830665402777082,0.27316284580970956,0.3156277684710503,0.2662845245442227,0.3182019514939858,0.1559725125544335,0.22551006904570348,0.03656301069211784,0.22908173060072004,-0.04966217466344181,0.24034419837672338,0.24645485349659538,0.12329943816738219,0.42334897982725644,0.20966348499905266,0.145713888453629,0.20291473613735414,0.16671889682939633,0.4436872927007803,0.3254585122573794,0.17002364517747345,0.2407293308492853,0.3054471047947691,1.0,0.2781178733556461,0.23742654408039096,0.21898582970830255,0.12370214272935727,0.23640576468585758,0.23571094899801534,0.19230507656446477,0.351171360419779,0.2913664310222557,0.281374210545874,0.2860560800599305,0.0895077451994693,0.1975583862626956,0.1604151803388509,0.26284012353557545,0.11581321189496412,0.1749269870781717,0.16813165571072738,0.08142018449333986,0.3346689804894885,0.24590095395376424
LT,0.4830533742680348,0.5145179328702629,0.23711068878586672,0.22146969727693455,0.3524573673316761,0.17772165639156143,0.3990798546393722,0.3780110801943511,0.5915421150697238,0.3251327637844607,0.46955369447990647,0.09310806353655099,0.15964142518473,0.4895365312901755,0.12576927998051515,0.3383583967863879,0.3548656113634323,0.22650419555787113,0.3460998767670169,0.2584712293118129,0.20227341876668892,0.3316688082470459,0.025042470517712023,0.41955970924032093,0.4203766376237663,0.2353526312691002,0.24990326468105004,0.49307555611324216,0.2781178733556461,1.0,0.35998250962350903,0.33470569241694637,0.09260345652126568,0.5361843076292555,0.5427971026557414,0.4494948993462697,0.5350971427925302,0.3312189783399575,0.501529819291546,0.4580693029669675,0.16926219865766032,0.16859683231424227,0.3537456249966104,0.48415966575050634,0.21798852786169914,0.21165714373126754,0.2321130406394194,0.18749345246059576,0.4738905162423619,0.3209069203946378
M&M,0.30361383315409407,0.32144113544215186,0.2550120434939011,0.13517963565084548,0.23638302638315412,0.27824719130076736,0.337059655699305,0.26464781295900186,0.37445540382809056,0.29868302163336,0.28490040610011114,0.12780383642809817,0.1771781503951427,0.29325273765081955,0.22892376797998673,0.3594474364110415,0.31172974485463917,0.20406888733155595,0.332445797173105,0.2121828551737384,0.36534240286405745,0.29991559896126074,0.12983923426052604,0.3193191971436238,0.34654467604937667,0.23769672604442338,0.197238012144751,0.41987016918518355,0.23742654408039096,0.35998250962350903,1.0,0.3989090588230268,0.20154926114791336,0.3337581072651963,0.28885514404250123,0.301085678904467,0.3012150964265053,0.20142694048492402,0.32365949245327097,0.3677909249309781,0.2923192578080989,0.17078288874111802,0.4026804302111763,0.42745682811294655,0.17719665022075634,0.22388018421728,0.2850423197544824,0.2583032596680424,0.4216837608988658,0.30339390748738354
MARUTI,0.31568685943769176,0.30273623938619154,0.1947012171898599,0.2593141615248106,0.26062739770311105,0.3420056986220949,0.32937432818743784,0.2807601444239903,0.22524910487783556,0.3479629453867465,0.2892345363196385,0.1742688545029888,0.08000576890374998,0.28063030199892547,0.1387628274447851,0.38880158838539725,0.2962204666853326,0.2146757523488545,0.23853730345062626,0.25017786591952584,0.2945179881296891,0.28662671628727043,0.14805614807889914,0.23219586810118983,0.3038146578353723,0.123318577443231,0.25084688723326504,0.3706812553483009,0.21898582970830255,0.33470569241694637,0.3989090588230268,1.0,0.23885360906568198,0.29759542578605513,0.2881675323338401,0.28800057007069924,0.3513835894386052,0.29568253433145325,0.2880527645714073,0.2916008629030413,0.20154056985618446,0.20809842604655998,0.4061300300152476,0.3960450751023982,0.16542388649415748,0.14872676984788152,0.33240008587654923,0.18392514536866442,0.3495176748706481,0.20580578016163897
NESTLEIND,0.11503976917530767,0.08800397527828059,0.2243972965577692,0.2820889341967163,0.10044089545906547,0.17872877221832165,0.27378325779567453,0.2467826712617933,0.06557462607981969,0.10612800362560555,0.05953896204949188,0.4637692954243124,0.11626609316200583,0.08390180266240392,0.21808939076196915,0.13349123293973372,0.2630259952057383,0.1024007822646265,0.08024147868567498,0.12418902672811952,0.24447368564001992,0.1096820338294498,0.4640882344631966,0.09319761080948054,0.1738952450246811,0.06937488313917738,0.331525821691911,0.1579436038590805,0.12370214272935727,0.09260345652126568,0.20154926114791336,0.23885360906568198,1.0,0.07155957095849384,0.03306208606383663,0.08366591282166966,0.1831656143142848,0.18178005313880788,0.029610035417216476,0.13204412660823317,0.14105245260774493,0.37576425133560454,0.14715350843532654,0.10340739003471053,0.11463569633431746,0.05516032239921241,0.23692079039231062,0.13621778625961112,0.2780280243031561,0.14979835350317633
NTPC,0.5452298970719522,0.6112634578061815,0.19698744476627764,0.21875752487544955,0.3952436296704105,0.20707657282889105,0.3910651657111441,0.3262535340662574,0.6097046122200318,0.36976204360856957,0.5923868687407275,0.08007966497690082,0.09459255295371205,0.6188590287574575,0.21026268293585237,0.2738939899423361,0.4014930276631762,0.16668320156806143,0.34010354417097755,0.20741285616047286,0.1524640425144026,0.3601974494260397,-0.04730160978017539,0.3609914536229166,0.44253722972621723,0.12221400610806982,0.23645111185744813,0.5115230088073132,0.23640576468585758,0.5361843076292555,0.3337581072651963,0.29759542578605513,0.07155957095849384,1.0,0.6290175744578721,0.7130635932825127,0.5491448669292576,0.2312313637377704,0.5910685253756259,0.4743067925888039,0.2347292125250771,0.18796295850147313,0.4112803239687162,0.5341418245314145,0.11210389682848076,0.19291473079416294,0.33409238715924433,0.24128477871873386,0.45052298991935374,0.20559865346730766
ONGC,0.48469548452876016,0.5225631680151035,0.17557586117027635,0.12664111810131634,0.3139511002662158,0.19071722691697499,0.30585632359374854,0.31508378073458765,0.5732672291194653,0.3484187826697023,0.5961686321897901,0.03968350098823473,0.0351853398151579,0.6484810408713148,0.1817421969414972,0.2421570603559234,0.3273011002071173,0.22169659658140414,0.28152404992043156,0.206016648771054,0.19945128915527527,0.410909408270617,-0.016642478576403535,0.27966080533412335,0.32099308348626043,0.229823140159021,0.19667325432272784,0.4421374483605638,0.23571094899801534,0.5427971026557414,0.28885514404250123,0.2881675323338401,0.03306208606383663,0.6290175744578721,1.0,0.5052658952191003,0.5539916159900306,0.2630969578160133,0.5738946652156194,0.44779437077483025,0.2308395513105726,0.17788938680652538,0.43783904407379654,0.49221225898156606,0.16951573130922357,0.23537272599659137,0.19297421804378823,0.21488944963692455,0.40587359378455834,0.29051376199933593
POWERGRID,0.4030962887348569,0.5128254841382607,0.18211370220927722,0.10781603257996912,0.29532904555390427,0.17449552365225793,0.3068403601859063,0.24262990055013656,0.5476731718314335,0.31650110205919063,0.5337383762707056,-0.025038530476222405,0.13227618607768415,0.5355601775388457,0.19189624225193355,0.21889788668636306,0.3616996242166115,0.12239054351920053,0.3153827940999499,0.11763822538394926,0.14264002598151762,0.378123883609426,-0.0773880928041238,0.30151920641867924,0.3260210778570546,0.09587374915889743,0.1364584921301213,0.45754030770355075,0.19230507656446477,0.4494948993462697,0.301085678904467,0.28800057007069924,0.08366591282166966,0.7130635932825127,0.5052658952191003,1.0,0.4754315085946038,0.15561761474999855,0.49592520975584303,0.35959032352593145,0.25186509827953313,0.15202566294906497,0.3568200764809095,0.5024778444162921,0.10004240711004388,0.1556465793105446,0.2088352462178824,0.20844866528769682,0.399408887797167,0.17013604086415568
RELIANCE,0.4870792808909202,0.5130523695115415,0.23550420744474773,0.2936749505235895,0.42370361684956653,0.2477810426516402,0.40729142829037507,0.4126890694284017,0.4924253972873434,0.36615569905900947,0.48132688301162674,0.1378518849263281,0.05914002344302207,0.5072666112018933,0.1607427295357927,0.33664427464345764,0.40327155234769946,0.2773615448220158,0.314255075513383,0.22201776240090743,0.24517716902450623,0.3321961171207665,0.09259968121400396,0.3969653249156693,0.3943131742376014,0.20027656588032716,0.2958658768343802,0.4227882201480572,0.351171360419779,0.5350971427925302,0.3012150964265053,0.3513835894386052,0.1831656143142848,0.5491448669292576,0.5539916159900306,0.4754315085946038,1.0,0.2802379876406478,0.5465613864148067,0.44928719216132523,0.2936792398624317,0.2081116635275266,0.38703000056588704,0.44135648508508313,0.24856388994774897,0.2667955879156521,0.3294638390956686,0.28297673771415366,0.4906501311268827,0.3648369002875754
SBILIFE,0.28920154534973797,0.28539832586827923,0.16202941272812746,0.21878751535401247,0.18352055135541198,0.19198377662443045,0.4058044456336014,0.33426192018419043,0.2114931360384359,0.24325612567205004,0.2414217650881351,0.08898815875420144,0.13079556921791954,0.254756073465226,0.20523198201771076,0.3129240301671582,0.2516151198068828,0.20956998441658556,0.21307423705649892,0.5967457891012954,0.2034397376918809,0.18004185949536033,0.26111432341720536,0.21467431263663975,0.22046352562398835,0.1661576540283405,0.20795896479886172,0.2317888989667689,0.2913664310222557,0.3312189783399575,0.20142694048492402,0.29568253433145325,0.18178005313880788,0.2312313637377704,0.2630969578160133,0.15561761474999855,0.2802379876406478,1.0,0.27368988015911994,0.3361224961548425,0.13327431335691248,0.21107715877581015,0.22515457204512,0.23257520265903983,0.17595016354089493,0.15598781314375726,0.21975656273073602,0.17299280467788558,0.26791080078370266,0.2474316116058465
SBIN,0.5442660859413946,0.5803023640142244,0.18517681684182744,0.1054703230431142,0.5163970053127691,0.15864635122706763,0.41980279611402166,0.39605888037204545,0.5815663425090848,0.29346291919290074,0.5269121641846235,-0.0003872367204309797,0.029927614708310724,0.5171833748203013,0.1392358487958162,0.31682746860947425,0.43217016151232585,0.21566022969136894,0.35856395166791766,0.22034667295924215,0.13982762289028014,0.34206673623818135,-0.05975220265832286,0.5186705928944875,0.4492997533651644,0.18034358130033667,0.2636508258955668,0.45199748950215785,0.281374210545874,0.501529819291546,0.32365949245327097,0.2880527645714073,0.029610035417216476,0.5910685253756259,0.5738946652156194,0.49592520975584303,0.5465613864148067,0.27368988015911994,1.0,0.511461908640371,0.1269780862794004,0.11842275036488807,0.36455940911692675,0.48997621205914843,0.1645093378787225,0.19617961571697176,0.2234844086893723,0.28019827191130503,0.4271448627674136,0.2455642051672072
SHRIRAMFIN,0.4099552463925555,0.4709618959439903,0.29397137059636147,0.1996975785636222,0.44892237331426926,0.30443742045355837,0.46861096001108143,0.45968801484578886,0.477589070307268,0.3638181858868524,0.38844783885999834,0.11713970395035206,0.09985628675910097,0.4277651968379507,0.14234384595139493,0.36789149593623893,0.36002205650043123,0.2362376588426206,0.33423353526710564,0.3054603950646304,0.2604036458677768,0.31878395072911786,0.033009660228962415,0.45173359539317987,0.43131365037790553,0.17335689547717115,0.23649844512471155,0.4172492018971576,0.2860560800599305,0.4580693029669675,0.3677909249309781,0.2916008629030413,0.13204412660823317,0.4743067925888039,0.44779437077483025,0.35959032352593145,0.44928719216132523,0.3361224961548425,0.511461908640371,1.0,0.21493132205360627,0.18858596257879942,0.36381054707300126,0.43734339369884073,0.11555324462792826,0.22969065498226224,0.2549033369979846,0.23342856019725775,0.46992232714787846,0.3006682846029441
SUNPHARMA,0.1658673966638228,0.21857207656079158,0.29018522537201596,0.19658365633614117,0.14528360729097708,0.1581932658986429,0.21310633796079514,0.13432823880749656,0.17054887119265244,0.2796434932617353,0.2106608260331493,0.1888742870152215,0.4164129922658809,0.18123919834343377,0.39712841093881024,0.18076378094611648,0.2224785200177403,0.16281515133000346,0.07463059005093414,0.1695756832053225,0.22632623039656913,0.2575097751686198,0.05130581124522345,0.2077608751479371,0.11813370014108303,0.14755313204538356,0.18804227432209103,0.2549594170679201,0.0895077451994693,0.16926219865766032,0.2923192578080989,0.20154056985618446,0.14105245260774493,0.2347292125250771,0.2308395513105726,0.25186509827953313,0.2936792398624317,0.13327431335691248,0.1269780862794004,0.21493132205360627,1.0,0.17349314456359433,0.3081695216629076,0.26174814774726723,0.15089473662547656,0.1691036646737011,0.21435652290514434,0.26625293374998366,0.23687565447968345,0.1969361857240872
TATACONSUM,0.20389509541461223,0.22126421161808701,0.09774375350275707,0.24305217351615985,0.14011537813130479,0.18625532249909557,0.30461472700604186,0.23579911313149352,0.1769102949535135,0.24952257898711014,0.15738592789838582,0.4052466583699809,0.07400574651780593,0.21379261595118185,0.11109299659787888,0.17335905257930345,0.28367297956726145,0.2104995000458558,0.10924553440756134,0.21462541182087835,0.21328414069219373,0.18171243854915986,0.41202663642705134,0.1216685383439754,0.27241696311562097,0.24591314460885458,0.30295033346450934,0.23615612540000283,0.1975583862626956,0.16859683231424227,0.17078288874111802,0.20809842604655998,0.37576425133560454,0.18796295850147313,0.17788938680652538,0.15202566294906497,0.2081116635275266,0.21107715877581015,0.11842275036488807,0.18858596257879942,0.17349314456359433,1.0,0.1887138961709381,0.22612628370236995,0.2722015879670403,0.21360283135297906,0.3114076872013758,0.18708795580746218,0.24573597782139975,0.24983218315188208
TATAMOTORS,0.32398609939325435,0.34029722022289877,0.214188626955992,0.1038646097462785,0.2327317432564653,0.2969792393934352,0.2803100981698355,0.21163621110859668,0.3689665236483394,0.27181889587143493,0.41710212177799905,0.10968247396093261,0.07049792801680287,0.407464608699476,0.20093165016833214,0.31836233941617337,0.3378058409985382,0.27147502372728866,0.20600501152245582,0.22472116633917208,0.2927330048939088,0.36613672424910954,0.08804341960407476,0.20170015450098858,0.3311817515514478,0.18347328778854685,0.18918774403511815,0.40971857049630456,0.1604151803388509,0.3537456249966104,0.4026804302111763,0.4061300300152476,0.14715350843532654,0.4112803239687162,0.43783904407379654,0.3568200764809095,0.38703000056588704,0.22515457204512,0.36455940911692675,0.36381054707300126,0.3081695216629076,0.1887138961709381,1.0,0.5137456705657226,0.25011905569031956,0.2807697991050487,0.27453204515963137,0.22566237655082091,0.35544282606328703,0.3132995202336859
TATASTEEL,0.42355804337232233,0.4664199838424312,0.2554936838949007,0.2857477864599547,0.37123265927897675,0.2843735226362142,0.4566478251602731,0.3809636029653894,0.5202134042198181,0.3058840468349767,0.4631843361325203,0.11919579016863441,0.1318486058735195,0.535712598076605,0.20765736974677515,0.3151584969903783,0.4640039001116136,0.26951409121482517,0.38116853717206917,0.2754766493489062,0.2885072895750443,0.630273354347697,0.08476302602156681,0.34586597977501954,0.3949735888912503,0.18180637952732404,0.25759107972281675,0.7942050543348866,0.26284012353557545,0.48415966575050634,0.42745682811294655,0.3960450751023982,0.10340739003471053,0.5341418245314145,0.49221225898156606,0.5024778444162921,0.44135648508508313,0.23257520265903983,0.48997621205914843,0.43734339369884073,0.26174814774726723,0.22612628370236995,0.5137456705657226,1.0,0.2364894556206627,0.284369573682333,0.29356880965285137,0.21960063757259202,0.4720522005207793,0.3324114057575994
TCS,0.11587725139360684,0.1338158214560726,0.10895560388368036,0.1645965750221716,0.09539895325911567,0.02140870918257043,0.23502159332659606,0.17334760107688224,0.12363397541693955,0.19614349781541066,0.1775841421405446,0.11831552293899132,0.08054451683723321,0.09704122688913684,0.22399529982711766,0.14606329583345748,0.1818450414976756,0.6297950531135846,0.046521962935619006,0.11611662300065473,0.11133743344088483,0.16261376315474022,0.14531641929768332,0.16862236389207078,0.08380920226334107,0.7084595192043461,0.15293765802223752,0.21064384391264987,0.11581321189496412,0.21798852786169914,0.17719665022075634,0.16542388649415748,0.11463569633431746,0.11210389682848076,0.16951573130922357,0.10004240711004388,0.24856388994774897,0.17595016354089493,0.1645093378787225,0.11555324462792826,0.15089473662547656,0.2722015879670403,0.25011905569031956,0.2364894556206627,1.0,0.5798081715852798,0.1457978945681007,0.12626069730462794,0.24048631427645584,0.592279952234395
TECHM,0.14168248300128428,0.15009502633339175,0.17215333600169108,0.15972000586080065,0.1374467934586856,0.04363318075346171,0.20445991334431315,0.1716144842229768,0.22639923852943375,0.2767366251600552,0.20492264594758852,0.13058033745812314,0.05459134924902738,0.18063825846722067,0.22111671528099822,0.1929726484465902,0.17808649374708435,0.5504355008405925,0.2061555697758892,0.12047769996319342,0.11542390251643195,0.23855246701114974,0.13119852103919788,0.17199342359049005,0.10035117754562131,0.6502993674024519,0.21860734946719965,0.27085378402281796,0.1749269870781717,0.21165714373126754,0.22388018421728,0.14872676984788152,0.05516032239921241,0.19291473079416294,0.23537272599659137,0.1556465793105446,0.2667955879156521,0.15598781314375726,0.19617961571697176,0.22969065498226224,0.1691036646737011,0.21360283135297906,0.2807697991050487,0.284369573682333,0.5798081715852798,1.0,0.24359462287262518,0.15744952573088253,0.272629712669077,0.600619926637848
TITAN,0.28331056054381437,0.29633847075797076,0.25356193224685697,0.3065881828239814,0.1461191953015374,0.2011828514740647,0.32959704899963926,0.2687125508808429,0.16710248772806313,0.2757240403353606,0.2752018179248584,0.07330454464314591,0.10788690975938704,0.23858059074503885,0.14022134889016816,0.26832971798414973,0.368299907949756,0.19968110297421143,0.18826880100938648,0.22678109912586902,0.3024347266083531,0.24967043998382413,0.1874897088254101,0.14687821426610526,0.23977145601297434,0.21534635382190778,0.31840144313391955,0.32229034925758493,0.16813165571072738,0.2321130406394194,0.2850423197544824,0.33240008587654923,0.23692079039231062,0.33409238715924433,0.19297421804378823,0.2088352462178824,0.3294638390956686,0.21975656273073602,0.2234844086893723,0.2549033369979846,0.21435652290514434,0.3114076872013758,0.27453204515963137,0.29356880965285137,0.1457978945681007,0.24359462287262518,1.0,0.1940697600076382,0.3539279506587361,0.25982464831871777
TRENT,0.1892930203131257,0.20441534907069517,0.09643543286581772,0.2148978295674489,0.2006395270434336,0.23329970100081235,0.2005744518810008,0.22410880220255772,0.2713654365654335,0.2580397056155346,0.2192623250870196,0.03650442112689373,0.1405974051141937,0.2585419374920153,0.17073097547635213,0.24102867869422695,0.2466680674625658,0.21558392334142287,0.10604848355962289,0.20285601777576945,0.2261171697324457,0.2721166109014408,0.08350710854074275,0.1289696041602469,0.1917313950283456,0.15663964290689755,0.1528040674941796,0.2600866699035917,0.08142018449333986,0.18749345246059576,0.2583032596680424,0.18392514536866442,0.13621778625961112,0.24128477871873386,0.21488944963692455,0.20844866528769682,0.28297673771415366,0.17299280467788558,0.28019827191130503,0.23342856019725775,0.26625293374998366,0.18708795580746218,0.22566237655082091,0.21960063757259202,0.12626069730462794,0.15744952573088253,0.1940697600076382,1.0,0.3000828923247426,0.15629461230064487
ULTRACEMCO,0.3607686727343153,0.4038243679892525,0.27551317239472856,0.27720069089023625,0.3974508281548174,0.26743212330641564,0.4628190639944197,0.43235084319637923,0.43821742878844067,0.35774853552633207,0.4040226517181037,0.18260208240366155,0.13542382743978298,0.3231769139280754,0.2525623881762377,0.30704823975722406,0.5915421645756098,0.2092005904514773,0.36129496819003665,0.24249811733960072,0.29855071179271425,0.3154634424266172,0.16496352352981022,0.4324107230380462,0.34173372861440343,0.22706770725851413,0.26083593724889154,0.5477037753235912,0.3346689804894885,0.4738905162423619,0.4216837608988658,0.3495176748706481,0.2780280243031561,0.45052298991935374,0.40587359378455834,0.399408887797167,0.4906501311268827,0.26791080078370266,0.4271448627674136,0.46992232714787846,0.23687565447968345,0.24573597782139975,0.35544282606328703,0.4720522005207793,0.24048631427645584,0.272629712669077,0.3539279506587361,0.3000828923247426,1.0,0.29385560377550485
WIPRO,0.22390723726407688,0.24062428928744636,0.2262611065575552,0.13782979125927566,0.20857072154807896,0.1072016693059645,0.3066893281495197,0.2368754834711625,0.2592043709644269,0.2630179981976706,0.21482429467012926,0.16987921440741305,0.08964550886132383,0.23784220100987907,0.2807381584773242,0.26496795157751096,0.24742638783141463,0.5823449254607918,0.19497363680822646,0.19499625464045672,0.2078779896261848,0.26412061015213384,0.18526499226508147,0.2244271294530091,0.18389427332272543,0.5724861965881483,0.23385390586827728,0.361836451603532,0.24590095395376424,0.3209069203946378,0.30339390748738354,0.20580578016163897,0.14979835350317633,0.20559865346730766,0.29051376199933593,0.17013604086415568,0.3648369002875754,0.2474316116058465,0.2455642051672072,0.3006682846029441,0.1969361857240872,0.24983218315188208,0.3132995202336859,0.3324114057575994,0.592279952234395,0.600619926637848,0.25982464831871777,0.15629461230064487,0.29385560377550485,1.0
